UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,SOUNDDISC,2016,6,2,Four [sound recording] / Bloc Party.,,Bloc Party (Musical group),Rock music 2011 2020,"Frenchkiss Records,",p2012.
Digital,Freegal,SONG,2016,6,1,Sleeping With the Television On,,Billy Joel,,,
Physical,Horizon,VIDEODISC,2016,6,2,"Kristina Wong [videorecording] : Wong flew over the cuckoo's nest / Flying Wong Productions presents ; written by Kristina Wong ; directed by Michael Closson ; produced by Michael Closson, J. Elizabeth Martin.",,,"Asian American women Mental health Humor, Asian American women Social conditions Humor, Filmed performances, Film adaptations, Feature films, Comedy films, Video recordings for the hearing impaired","Cinema Libre Studio,",c2013.
Physical,Horizon,BOOK,2016,6,1,"The dance of connection : how to talk to someone when you're mad, hurt, scared, frustrated, insulted, betrayed, or desperate / Harriet Lerner.",,"Lerner, Harriet Goldhor","Interpersonal communication, Intimacy Psychology","Quill,",2002.
Digital,OverDrive,AUDIOBOOK,2016,6,3,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy: Bloody Jack Adventure Series, Book 1 (unabridged)",,L. A. Meyer,"Historical Fiction, Young Adult Fiction","Listen & Live Audio, Inc.",2007
Digital,OverDrive,EBOOK,2016,6,1,"The Evolutionary Void: Void Trilogy, Book 3",,Peter F. Hamilton,"Fiction, Science Fiction, Suspense","Random House, Inc.",2012
Physical,Horizon,SOUNDDISC,2016,6,4,Guns n' Roses live era '87-'93 [sound recording].,,Guns n' Roses (Musical group),"Rock music 1981 1990, Rock music 1991 2000, Heavy metal Music, Live sound recordings","Geffen,",p1999.
Physical,Horizon,SOUNDDISC,2016,6,1,Our Hawaiian hula adventure [sound recording].,,,"Childrens songs Juvenile sound recordings, Childrens songs Spanish Juvenile sound recordings, Songs, Songs Spanish","Professor Pocket,",p2008.
Physical,Horizon,BOOK,2016,6,1,"Sen lin zhong de xiao lao shu yi jia / ce hua ji cha tu Kaluo Bulankai, Auluolakage Bete'er ; zhuan wen Alan Yusit ; fan yi Jingjing.",,,"Mice Juvenile fiction, Forest animals Juvenile fiction, Chinese language materials Fiction","Anhui shao nian er tong chu ban she,",2002.
Digital,OverDrive,AUDIOBOOK,2016,6,1,Ghost Hawk,,Susan Cooper,"Historical Fiction, Young Adult Fiction, Young Adult Literature",Simon & Schuster - All Library,2013
Digital,Freegal,SONG,2016,6,1,He Wouldn't Stop Doin' It,,Clarence Williams,,,
Physical,Horizon,BOOK,2016,6,13,Charlie Brown and friends : a Peanuts collection / Charles M. Schulz.,,"Schulz, Charles M. (Charles Monroe), 1922-2000,","Brown Charlie Fictitious character Comic books strips etc, Woodstock Fictitious character Comic books strips etc, Van Pelt Linus Fictitious character Comic books strips etc, Van Pelt Lucy Fictitious character Comic books strips etc, Cartoons and comics, American wit and humor Pictorial, Comic books strips etc, Comics Graphic works","Andrews McMeel Publishing,",[2014]
Digital,OverDrive,EBOOK,2016,6,2,"Soul Song: Dirk & Steele Series, Book 6",,Marjorie M. Liu,"Fantasy, Fiction, Romance",HarperCollins Publishers Inc.,2014
Physical,Horizon,SOUNDDISC,2016,6,3,"In a dark, dark room and other scary stories [sound recording] / Alvin Schwartz.",,"Schwartz, Alvin, 1927-1992.","Folklore, Horror stories","HarperChildren's Audio,",p1986.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"Rabbit Ears American Tall Tales, Volume 4: Annie Oakley, Pecos Bill (unabridged)",,Rabbit Ears,Juvenile Fiction,Books on Tape,2007
Physical,Horizon,BOOK,2016,6,1,The demon of Brownsville Road : a Pittsburgh family's battle with evil in their home / Bob Cranmer and Erica Manfred.,,"Cranmer, Bob, 1956-","Haunted houses Pennsylvania Brentwood, Cranmer Bob 1956, Cranmer family, Demonology Case studies, Parapsychology Pennsylvania Brentwood Case studies, Brentwood Pa Biography","Berkley Books,",2014.
Physical,Horizon,BOOK,2016,6,3,Murder in Passy / Cara Black.,,"Black, Cara, 1951-","Leduc Aimee Fictitious character Fiction, Women private investigators France Paris Fiction, 16e Arrondissement Paris France Fiction, Paris France Fiction, Mystery fiction","Soho Press,",c2011.
Digital,Hoopla,TELEVISION,2016,6,1,"Self Inflicted Wounds, Part II: Wait For The Wheel",,,Sci-Fi & Fantasy,Cinedigm,
Digital,OverDrive,EBOOK,2016,6,2,The Berenstain Bears and the Bully,,Stan Berenstain,"Juvenile Fiction, Picture Book Fiction","Random House, Inc.",2012
Physical,Horizon,BOOK,2016,6,1,The complete plays of William Congreve / edited by Herbert Davis.,,"Congreve, William, 1670-1729",,"University of Chicago Press,",1967.
Physical,Horizon,BOOK,2016,6,19,"Madeline, story & pictures by Ludwig Bemelmans.",,"Bemelmans, Ludwig, 1898-1962","Sick Juvenile fiction, Stories in rhyme, France Juvenile fiction","Viking Press,",c1967.
Physical,Horizon,BOOK,2016,6,1,This perfect day / Ira Levin.,,"Levin, Ira","Science fiction, Dystopias","Pegasus Books,",2010.
Physical,Horizon,SOUNDDISC,2016,6,1,In the presence of a great mystery [sound recording] / Eckhart Tolle.,,"Tolle, Eckhart, 1948-","Self realization, Awareness Religious aspects, Spiritual life, Ontology","New World Library : Eckhart Teachings ; [distributed by] Taped Editions,",p2006.
Physical,Horizon,BOOK,2016,6,1,Ovals / Teddy Borth.,,"Borth, Teddy","Ovals Juvenile literature, Shapes Juvenile literature","Abdo Kids,",[2016]
Digital,OverDrive,AUDIOBOOK,2016,6,2,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away (unabridged),,Bill Bryson,"Biography & Autobiography, Humor (Nonfiction), Nonfiction",Books on Tape,2012
Physical,Horizon,BOOK,2016,6,9,The Vitamix cookbook : 250 delicious whole food recipes to make in your blender / Jodi Berg.,,"Berg, Jodi.","Blenders Cooking, Cooking Soft foods, Cookbooks","William Morrow, an imprint of HarperCollinsPublishers,",[2015]
Physical,Horizon,BOOK,2016,6,1,Norte / Edmundo Paz Soldán.,,"Paz Soldán, Edmundo, 1967-","Latin Americans United States Fiction, Immigrants United States Fiction","Vintage Espanol,",2012.
Physical,Horizon,BOOK,2016,6,1,"Five Indian tribes of the upper Missouri; Sioux, Arickaras, Assiniboines, Crees, Crows. Edited and with an introd. by John C. Ewers.",,"Denig, Edwin Thompson, 1812-1858",Indians of North America Missouri River Valley,University of Oklahoma Press,[1961]
Physical,Horizon,SOUNDDISC,2016,6,2,The merry goes 'round [sound recording] / Jewel.,,"Jewel, 1974-","Childrens songs Juvenile sound recordings, Songs","Somerset Entertainment,",p2011.
Digital,OverDrive,AUDIOBOOK,2016,6,8,I Am Pilgrim: A Thriller (unabridged),,Terry Hayes,"Fiction, Literature, Thriller",Simon & Schuster - All Library,2014
Physical,Horizon,SOUNDDISC,2016,6,2,The blade [sound recording] / Ashley Monroe.,,"Monroe, Ashley",Country music 2011 2020,"Warner Bros.,",[2015]
Physical,Horizon,BOOK,2016,6,1,In the moon of red ponies [text (large print)] / James Lee Burke.,,"Burke, James Lee, 1936-","Holland Billy Bob Fictitious character Fiction, Vietnam War 1961 1975 Veterans Fiction, Private investigators Montana Fiction, Attorney and client Fiction, Indian activists Fiction, Trials Murder Fiction, Montana Fiction, Large type books, Mystery fiction, Legal stories","Wheeler Pub.,",2004.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"Aladdin Time: Doctor Who: Serpent Crest Series, Book 3 (unabridged)",,Paul Magrs,"Fiction, Science Fiction",Random House Group Limited,2013
Digital,Freegal,SONG,2016,6,1,Someone’s Daughter,,Beth Orton,,,
Digital,OverDrive,EBOOK,2016,6,1,"Before the Scandal: Notorious Gentlemen Series, Book 2",,Suzanne Enoch,"Fiction, Romance",HarperCollins Publishers Inc.,2010
Physical,Horizon,BOOK,2016,6,2,Bringing up girls / James Dobson.,,"Dobson, James C., 1936-","Parenting Religious aspects Christianity, Girls Religious life","Tyndale House Publishers,",c2010.
Digital,OverDrive,EBOOK,2016,6,1,Kinder Than Solitude: A Novel,,Yiyun Li,"Fiction, Literature","Random House, Inc.",2014
Physical,Horizon,BOOK,2016,6,1,"Shen qi de mo shu shi--Xiao hou / wen zi, Min Xiaoling ; hui hua, Tie niu gong zuo shi.",,"Min, Xiaoling","Monkeys Juvenile fiction, Magic tricks Juvenile fiction, Chinese language materials Fiction","Zhejiang shao nian er tong chu ban she,",2008.
Physical,Horizon,BOOK,2016,6,2,Fifty shades of Grey [text (large print)] / EL James.,,"James, E. L.","College students Fiction, Businesspeople Fiction, Man woman relationships Fiction, Adultery Fiction, Large type books, Love stories, Erotic fiction","Random House Large Print,",[2012]
Digital,OverDrive,EBOOK,2016,6,1,Bringing Yoga to Life: The Everyday Practice of Enlightened Living,,Donna Farhi,"Health & Fitness, Nonfiction, Philosophy",HarperCollins Publishers Inc.,2008
Physical,Horizon,BOOK,2016,6,1,Twigs & knucklebones / Sarah Lindsay.,,"Lindsay, Sarah, 1958-",,"Copper Canyon Press,",2008.
Physical,Horizon,BOOK,2016,6,1,Vision in white [text (large print)] / Nora Roberts.,,"Roberts, Nora","Wedding supplies and services industry Fiction, Weddings Planning Fiction, Wedding photography Fiction, Female friendship Fiction, Love stories, Large type books","Thorndike Press,",2009.
Physical,Horizon,VIDEODISC,2016,6,15,"Beautiful creatures [videorecording] / Warner Bros. ; Alcon Entertainment ; produced by Erwin Stoff, Andrew A. Kosove, Broderick Johnson, Molly Mickler Smith, David Valdes ; written for the screen and directed by Richard Lagravenese.",,,"Family secrets Drama, Good and evil Drama, Man woman relationships Drama, Feature films, Fantasy films, Fiction films, Video recordings for the hearing impaired","Alcon Entertainment : Distributed by Warner Home Video,",c2013.
Digital,OverDrive,EBOOK,2016,6,4,Blizzard of the Blue Moon,,Mary Pope Osborne,"Historical Fiction, Juvenile Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2016,6,2,"The Paladin Prophecy: The Paladin Prophecy Series, Book 1 (unabridged)",,Mark Frost,"Fantasy, Mystery, Thriller, Young Adult Fiction",Books on Tape,2012
Digital,OverDrive,EBOOK,2016,6,1,Day for Night: A Novel,,Frederick Reiken,"Fiction, Literature","Hachette Digital, Inc.",2013
Physical,Horizon,BOOK,2016,6,12,Lola at the library / Anna McQuinn ; illustrated by Rosalind Beardshaw.,,"McQuinn, Anna","Libraries Juvenile fiction, Books and reading Juvenile fiction","Charlesbridge,",2006.
Physical,Horizon,BOOK,2016,6,2,"Futari wa issho / Ānorudo Rōberu, saku ; Miki Taku, yaku.",,"Lobel, Arnold","Frog Fictitious character Lobel Juvenile fiction, Toad Fictitious character Lobel Juvenile fiction, Japanese language materials Fiction, Friendship Fiction, Frogs Juvenile fiction, Toads Juvenile fiction","Bunka,","2010, c1972."
Physical,Horizon,BOOK,2016,6,1,The Smurfs anthology. Vol. 1 / Peyo.,,Peyo,"Smurfs Fictitious characters Comic books strips etc, Comic books strips etc Belgium Translations into English, Cartoons and comics, Graphic novels, Comic books strips etc","Papercutz,",c2013.
Physical,Horizon,BOOK,2016,6,8,The summer I turned pretty / Jenny Han.,,"Han, Jenny","Bildungsromans, Interpersonal relations Juvenile fiction, Beaches Juvenile fiction, Summer Juvenile fiction, Vacation homes Juvenile fiction, Friendship Fiction","Simon & Schuster BFYR,","2010, c2009."
Physical,Horizon,VIDEODISC,2016,6,2,"Humphrey Bogart [videorecording] / executive producers, Craig Haffner, Donna E. Lusitana ; written and directed by Richard Jones ; produced by Greystone Communications for A&E Network.",,,"Bogart Humphrey 1899 1957, Motion picture actors and actresses United States Biography, Biographical television programs, Documentary television programs","A & E Home Video : Distributed by New Video,",c2006.
Digital,Freegal,SONG,2016,6,1,Concerto RV 212a in D Major: I.Allegro,,"Il Pomo d'Oro,Dmitry Sinkovsky,Antonio Vivaldi",,,
Physical,Horizon,BOOK,2016,6,1,How can you say that? / [by Amy Lynch with Linda Ashford].,,"Lynch, Amy","Interpersonal communication in children, Interpersonal communication in children Case studies, Girls Psychology, Child rearing","Pleasant Co. Publications,",c2003.
Physical,Horizon,BOOK,2016,6,2,"Fitness for geeks : real science, great nutrition, and good health / Bruce W. Perry.",,"Perry, Bruce W.","Physical fitness, Reducing diets, Nutrition, Health, Geeks Computer enthusiasts","O'Reilly,",c2012.
Physical,Horizon,BOOK,2016,6,1,"Lose weight, have more energy & be happier in 10 days : take charge of your health with the Master Cleanse / by Peter Glickman.",,"Glickman, Peter","Fasting, Diet therapy, Detoxification Health, Lemon Therapeutic use","Peter Glickman,",2011.
Physical,Horizon,BOOK,2016,6,1,"The plumbat affair / Elaine Davenport, Paul Eddy, and Peter Gillman ; additional research by Leni Gillman.",,"Davenport, Elaine","Plumbat Affair 1968, Uranium industry Security measures","Lippincott,",c1978.
Physical,Horizon,BOOK,2016,6,9,"The secret of Cacklefur Castle / Geronimo Stilton ; [illustrations, Larry Keys, Blasco Tabasco, and Toffina Sakkarina ; English translation by Edizioni Piemme S.p.A.].",,"Stilton, Geronimo","Stilton Geronimo Juvenile fiction, Mice Juvenile fiction, Animals Fiction, Castles Juvenile fiction, Mystery and detective stories, Humorous stories","Scholastic,",c2005.
Physical,Horizon,BOOK,2016,6,1,The living landscape : designing for beauty and biodiversity in the home garden / Rick Darke & Doug Tallamy ; principal photography by Rick Darke.,,"Darke, Rick","Natural landscaping United States, Ecological landscape design United States","Timber Press,",2014.
Digital,OverDrive,EBOOK,2016,6,2,Gooseberry Park and the Master Plan,,Cynthia Rylant,"Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2015
Physical,Horizon,BOOK,2016,6,1,Sacajawea of the Shoshone / by Natasha Yim ; illustrated by Albert Nguyen.,,"Yim, Natasha","Sacagawea Juvenile literature, Shoshoni women Biography Juvenile literature, Shoshoni Indians Biography Juvenile literature, Lewis and Clark Expedition 1804 1806 Juvenile literature, Shoshoni women Juvenile literature","Goosebottom Books Llc ,",c2012.
Digital,OverDrive,EBOOK,2016,6,1,Goddesses in Everywoman: Powerful Archetypes in Women's Lives,,"Jean Shinoda Bolen, M.D.","Nonfiction, Sociology",HarperCollins Publishers Inc.,2008
Digital,OverDrive,EBOOK,2016,6,7,The Big Green Tent: A Novel,,Ludmila Ulitskaya,"Fiction, Literature",Macmillan Publishers,2015
Digital,Freegal,SONG,2016,6,1,Middle Man of Time,,Young Fresh Fellows,,,
Physical,Horizon,SOUNDDISC,2016,6,3,"Hurry up, Houdini! [sound recording] / Mary Pope Osborne.",,"Osborne, Mary Pope","Time travel Juvenile fiction, Magicians Juvenile fiction, Houdini Harry 1874 1926 Juvenile fiction, New York N Y History 20th century Fiction, Magic Fiction, Tree houses Juvenile fiction, Fantasy fiction",Listening Library,p2013.
Physical,Horizon,SOUNDDISC,2016,6,1,The blues rolls on [sound recording] / Elvin Bishop.,,"Bishop, Elvin","Blues Music 2001 2010, Rock music 2001 2010","Delta Groove Music,",p2008.
Physical,Horizon,SOUNDDISC,2016,6,1,Victim of the blues [sound recording] / Tracy Nelson.,,"Nelson, Tracy",Blues Music 2011 2020,"Delta Groove Music,",p2011.
Digital,OverDrive,EBOOK,2016,6,1,Ideas of Order: A Close Reading of Shakespeare's Sonnets,,Neil L. Rudenstine,"Literary Criticism, Nonfiction",Macmillan Publishers,2015
Digital,Freegal,SONG,2016,6,1,Leaving Friday Harbor,,"Phil Cunningham,John McCusker",,,
Digital,OverDrive,AUDIOBOOK,2016,6,7,"Sea of Shadows: Age of Legends Series, Book 1 (unabridged)",,Kelley Armstrong,"Fantasy, Horror, Romance, Young Adult Fiction",HarperCollins Publishers Inc.,2015
Physical,Horizon,BOOK,2016,6,1,Ms. Wiz spells trouble / by Terence Blacker ; illustrations by Tony Ross.,,"Blacker, Terence","Teachers Juvenile fiction, Schools Fiction, Witches Fiction, Magic Fiction",Marshall Cavendish Children,2008.
Physical,Horizon,BOOK,2016,6,4,Johnny Kaw : a tall tale / by Devin Scillian and illustrated by Brad Sneed.,,"Scillian, Devin","Stories in rhyme Juvenile fiction, Family life Kansas Fiction, Frontier and pioneer life Kansas Juvenile fiction, Kansas Juvenile fiction, Tall tales Juvenile fiction","Sleeping Bear Press,",2013.
Physical,Horizon,BOOK,2016,6,4,Lentil underground : renegade farmers and the future of food in America / Liz Carlisle.,,"Carlisle, Liz.","Agricultural ecology United States, Agricultural diversification United States, Agricultural development projects United States, Farms Small United States, Farm corporations United States","Gotham Books,",[2015]
Physical,Horizon,BOOK,2016,6,1,The lake house : a novel / by James Patterson.,,"Patterson, James, 1947-","Human experimentation in medicine Fiction, Genetic engineering Fiction, Washington D C Fiction, Teenagers Fiction, Colorado Fiction, Flight Fiction, Suspense fiction, Science fiction, Large type books","Little, Brown,",©2003.
Physical,Horizon,VIDEODISC,2016,6,1,Mister Maker. I have an idea! [videorecording] / RDF Television.,,,"Handicraft for children Juvenile films, Instructional television programs, Childrens television programs, Nonfiction television programs","Phase 4 Films,",[2010]
Digital,Hoopla,MOVIE,2016,6,1,Come Undone,,,World,First Run Features,
Digital,OverDrive,EBOOK,2016,6,3,Warriors 3-Book Bundle with Bonus Material: Into the Wild; Fire and Ice; Forest of Secrets,,Erin Hunter,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2011
Digital,Freegal,SONG,2016,6,1,The More I See You,,Christian McBride Big Band,,,
Physical,Horizon,BOOK,2016,6,1,An Iliad / Alessandro Baricco ; translated from the Italian by Ann Goldstein.,,"Baricco, Alessandro, 1958-",Trojan War Fiction,"Knopf,",2006.
Physical,Horizon,BOOK,2016,6,1,Tell me / Lisa Jackson.,,"Jackson, Lisa","Journalists Fiction, Murder Fiction, Savannah Ga Fiction, Suspense fiction, Mystery fiction","Kensington Pub. Corp.,",c2013.
Digital,OverDrive,EBOOK,2016,6,1,Edge of Apocalypse,,Tim LaHaye,"Fiction, Suspense",Zondervan,2011
Physical,Horizon,BOOK,2016,6,2,Scrubs forever / by Jamie McEwan ; illustrations by John Margeson.,,"McEwan, James","Middle school students Juvenile fiction, Athletes Juvenile fiction, Rock climbing Juvenile fiction, Attitude change Juvenile fiction","Darby Creek Pub.,",2008.
Physical,Horizon,BOOK,2016,6,3,The knowledge : how to rebuild our world from scratch / Lewis Dartnell.,,"Dartnell, Lewis","Technology Popular works, Discoveries in science Popular works, Survival Popular works, Wilderness survival Popular works, Knowledge Theory of Popular works","The Penguin Press,",2014.
Digital,OverDrive,AUDIOBOOK,2016,6,1,Black Hills,,Dan Simmons,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2010
Physical,Horizon,BOOK,2016,6,1,"Bunny drop. 7 / Yumi Unita ; [translation, Kaori Inoue ; lettering, Alexis Eckerman].",,"Unita, Yumi, 1972-","Orphans Comic books strips etc, Bachelors Comic books strips etc, Single fathers Comic books strips etc, Teenage girls Comic books strips etc, Mothers and daughters Comic books strips etc, High school students Comic books strips etc, Interpersonal relations Comic books strips etc, Children and adults Comic books strips etc, Graphic novels, Comic books strips etc","Yen Press,",2012.
Digital,OverDrive,EBOOK,2016,6,2,The Beach Trees,,Karen White,"Fiction, Literature","Penguin Group (USA), Inc.",2011
Digital,Freegal,SONG,2016,6,1,What A Friend We Have In Jesus,,Butch Baldassari,,,
Digital,OverDrive,EBOOK,2016,6,5,"Fire and Ice: J. P. Beaumont Series, Book 18",,J. A. Jance,"Fiction, Mystery",HarperCollins Publishers Inc.,2009
Digital,Freegal,SONG,2016,6,1,Ocho Kandelikas,,Pink Martini,,,
Digital,OverDrive,AUDIOBOOK,2016,6,3,"Please Pass the Guilt: Nero Wolfe Series, Book 45 (unabridged)",,Rex Stout,"Fiction, Mystery",Books on Tape,2012
Physical,Horizon,BOOK,2016,6,1,Three strong women : a tall tale from Japan / Claus Stamm ; pictures by Jean and Mou-sien Tseng.,,"Stamm, Claus","Fairy tales, Folklore Japan Juvenile literature","Viking,",1990.
Physical,Horizon,SOUNDDISC,2016,6,1,Skipping Christmas [sound recording] / John Grisham.,,"Grisham, John","Vacations Fiction, Cruise ships Fiction, Christmas stories","Random House Audio,",p2001.
Physical,Horizon,BOOK,2016,6,2,Northwest angle : a novel / William Kent Krueger.,,"Krueger, William Kent","OConnor Cork Fictitious character Fiction, Private investigators Fiction, Mystery fiction, Suspense fiction","Atria Books,",2011.
Physical,Horizon,BOOK,2016,6,4,Winter / Christopher Nicholson.,,"Nicholson, Christopher, 1956-","Hardy Thomas 1840 1928 Fiction, Authors Fiction, Triangles Interpersonal relations Fiction, Biographical fiction","Europa Editions,",2015.
Digital,OverDrive,EBOOK,2016,6,2,"Some Danger Involved: Barker and Llewelyn Series, Book 1",,Will Thomas,"Fiction, Historical Fiction, Literature, Mystery","Simon & Schuster, Inc.",2014
Physical,Horizon,BOOK,2016,6,1,"Cecilia, or, Memoirs of an heiress / Frances Burney ; edited by Peter Sabor and Margaret Anne Doody ; with an introduction by Margaret Anne Doody.",,"Burney, Fanny, 1752-1840","Inheritance and succession Fiction, Young women Fiction, England Fiction, Love stories","Oxford University Press,",[2008]
Digital,OverDrive,EBOOK,2016,6,3,True Crimes: A Family Album,,Kathryn Harrison,"Biography & Autobiography, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2016
Physical,Horizon,BOOK,2016,6,3,Ink and ashes / Valynne E. Maetani.,,"Maetani, Valynne E.","Japanese Americans Juvenile fiction, Fathers Juvenile fiction, Organized crime Juvenile fiction, Japanese Americans Fiction, Fathers Fiction, Organized crime Fiction, Love Fiction, Mystery and detective stories, Young adult fiction","Tu Books, an imprint of Lee & Low Books, Inc.,",2015.
Physical,Horizon,BOOK,2016,6,1,Secret exhibition : six California artists of the Cold War era / by Rebecca Solnit.,,"Solnit, Rebecca","Assemblage Art California Exhibitions, Art American California 20th century Exhibitions","City Lights Books,",c1990.
Physical,Horizon,BOOK,2016,6,1,Fishers of men : the gospel of an ayahuasca vision quest / Adam Elenbaas.,,"Elenbaas, Adam","Elenbaas Adam, Spiritual biography, Hallucinogenic drugs and religious experience South America, Ayahuasca ceremony South America, Shamanism South America","Jeremy P. Tarcher,",c2010.
Physical,Horizon,SOUNDDISC,2016,6,4,Rabbit Ears treasury of world tales. Vol. 4 [sound recording].,,,Folklore,"Listening Library,",2007.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"The Seashell on the Mountaintop: A Story of Science, Sainthood, and the Humble Genius who Discovered a New History of the Earth (unabridged)",,Alan Cutler,"Nonfiction, Science",HighBridge Company,2007
Physical,Horizon,BOOK,2016,6,1,The villa of mysteries / David Hewson.,,"Hewson, David, 1953-","Police Italy Rome Fiction, Teenage girls Crimes against Fiction, Human sacrifice Fiction, Missing persons Fiction, Rome Italy Fiction, Abduction Fiction, Mystery fiction, Suspense fiction","Dell,",2005.
Physical,Horizon,SOUNDDISC,2016,6,1,Here comes trouble [sound recording] : [stories from my life] / Michael Moore.,,"Moore, Michael, 1954 April 23-","Moore Michael 1954 April 23, Motion picture producers and directors United States Biography, Independent filmmakers Biography, Authors American Biography","Hachette Audio,",p2011.
Physical,Horizon,SOUNDDISC,2016,6,2,Around the world [sound recording] : a folk song collection.,,Swingle Singers,"Folk songs, Folk music","Virgin,",p1991.
Physical,Horizon,SOUNDDISC,2016,6,2,When a man loves a woman [sound recording] : the ultimate collection / Percy Sledge.,,"Sledge, Percy","Popular music 1961 1970, Soul music","Atlantic,",p1987.
Digital,OverDrive,EBOOK,2016,6,1,"A Taste of the Nightlife: Vampire Chef Series, Book 1",,Sarah Zettel,"Fantasy, Fiction, Mystery","Penguin Group (USA), Inc.",2011
Physical,Horizon,VIDEODISC,2016,6,2,Demetrius and the gladiators [videorecording] / Twentieth Century-Fox ; written by Philip Dunne ; produced by Frank Ross ; directed by Delmer Daves.,,,"Gladiators Italy Rome Drama, Caligula Emperor of Rome 12 41 Drama, Jesus Christ Drama, Holy Coat Drama, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2005.
Digital,OverDrive,EBOOK,2016,6,1,"Absolutely Truly: Pumpkin Falls Mystery Series, Book 1",,Heather Vogel Frederick,"Humor (Fiction), Juvenile Fiction, Mystery","Simon & Schuster, Inc.",2015
Physical,Horizon,VIDEODISC,2016,6,6,"Night court. The complete first season [videorecording] / produced by Jeff Melman ; Starry Night Productions, in association with Warner Bros. Television.",,,"Courts Officials and employees Drama, Television comedies, Legal television programs, Television series, Fiction television programs, Video recordings for the hearing impaired","Warner Home Video,",c2005.
Digital,OverDrive,AUDIOBOOK,2016,6,3,"Fragments: Partials Series, Book 2 (unabridged)",,Dan Wells,"Science Fiction, Young Adult Fiction",HarperCollins Publishers Inc.,2014
Physical,Horizon,SOUNDDISC,2016,6,1,Startin' fires [sound recording] / Blake Shelton.,,"Shelton, Blake",Country music 2001 2010,"Warner Bros.,",p2008.
Digital,OverDrive,EBOOK,2016,6,1,I Forgot to Remember: A Memoir of Amnesia,,Su Meck,"Biography & Autobiography, Medical, Nonfiction","Simon & Schuster, Inc.",2014
Physical,Horizon,SOUNDDISC,2016,6,1,Might as well be dead [sound recording] / by Rex Stout.,,"Stout, Rex, 1886-1975","Wolfe Nero Fictitious character Fiction, New York N Y Fiction, Mystery fiction","Audio Partners,",p1996.
Digital,OverDrive,AUDIOBOOK,2016,6,2,Rough Water: Stories of Survival from the Sea (unabridged),,Clint Willis,"Biography & Autobiography, History, Nonfiction","Listen & Live Audio, Inc.",2010
Physical,Horizon,BOOK,2016,6,1,Shui de qing chun bu mi mang / Liu Tong.,,"Liu, Tong","Chinese essays 21st century, Youth Conduct of life, Teenagers Conduct of life, Self actualization Psychology, Success Psychological aspects, Attitude Psychology","Zhong xin chu ban she,",2012.
Digital,OverDrive,EBOOK,2016,6,1,The Complete Guide to Option Selling,,James Cordier,"Business, Nonfiction",McGraw-Hill Professional,2009
Digital,Hoopla,MOVIE,2016,6,1,The Lake On Clinton Road,,,Horror,Gravitas Ventures,
Physical,Horizon,BOOK,2016,6,1,VIP pass to a pro basketball game day : from the locker room to the press box (and everything in between) / by Clay Latimer.,,"Latimer, Clay, 1952-","Basketball Juvenile literature, National Basketball Association Juvenile literature","Capstone Press,",2011.
Physical,Horizon,VIDEODISC,2016,6,6,"The Kennedys [videorecording] / a Muse Entertainment production in association with Asylum Entertainment ; producer, Jamie Paul Rock ; written by Stephen Kronish and Joel Surnow ; directed by Jon Cassar.",,,"Kennedy John F John Fitzgerald 1917 1963 Drama, Kennedy Robert F 1925 1968 Drama, Onassis Jacqueline Kennedy 1929 1994 Drama, Kennedy Joseph P Joseph Patrick 1888 1969 Drama, Kennedy family Drama, United States Politics and government 1945 1989 Drama, Television mini series, Fiction television programs, Biographical television programs","Kennedys Production (Ontario), inc.,",c2011.
Physical,Horizon,VIDEODISC,2016,6,7,"Jazz. Episode two, The gift [videorecording] / a production of Florentine Films and WETA, Washington D.C. in association with BBC ; a film by Ken Burns ; writer, Geoffrey C. Ward ; producers, Ken Burns, Lynn Novick.",,,"Armstrong Louis 1901 1971, Ellington Duke 1899 1974, Europe James Reese 1881 1919, Oliver King 1885 1938, Smith Willie 1897 1973, Henderson Fletcher 1897 1952, Whiteman Paul 1890 1967, Johnson James P James Price 1894 1955, Jazz 1921 1930 History and criticism, Jazz musicians United States Biography, African American musicians Biography, African Americans Music, Jazz Louisiana New Orleans History and criticism, Jazz Illinois Chicago History and criticism, Jazz New York State New York History and criticism, Harlem Renaissance","PBS DVD,",c2000.
Digital,OverDrive,EBOOK,2016,6,1,Me and You,,Genevieve Cote,"Juvenile Fiction, Juvenile Literature",Kids Can Press Ltd.,2012
Digital,OverDrive,EBOOK,2016,6,3,The High Places: Stories,,Fiona McFarlane,"Fiction, Short Stories",Macmillan Publishers,2016
